Sentence,ProteinName,UniProtId,PhenotypeName,HPOId,type,Label
"In particular, they used an 'in vivo' system consisting of transgenic mouse lines (TPO-Cre and B-RAFCA), able to develop papillary thyroid PHENO carrying B-PROT(V600E) mutation.",RAF,P04049,cancer,HP:0002664,ft,Good-CoM
"Shi and coworkers applied the PRISM targeted proteomics to quantitate AGR2 in human urine at serum at concentrations of approximately 130 pg/ml and 10 pg per 100 ug of total protein mass in urine, respectively, and found in a proof of concept study of 37 urine samples that AGR2/PROT concentration ratios can distinguish noncancer and PHENO 85.",PSA,Q9Y617,cancer,HP:0002664,ft,Bad-CoM
"Genistein inhibits human prostate PHENO cell motility through inhibiting pro-motility signaling, specifically, by inhibiting the activation of FAK and the p38 MAPK-PROT pathway [43,44].",HSP27,P04792,cancer,HP:0002664,ft,Good-CoM
"At the beginning of the study, basic data on age, sex, selected biochemical (PROT, CRP, GFR, hemoglobin, plasma albumin, plasma protein), and clinical parameters (the duration of RA, VAS, DAS28, BMI, the presence of cardiovascular disease, diabetes, osteoporosis, osteoporotic fractures, PHENO, neoplasm) were collected.",ESR,P03372,osteoarthritis,HP:0002758,ft,Bad-CoM
Determining the PROT/neu status is an integral part of the diagnostic work-up for breast PHENO patients.,HER2,P04626,cancer,HP:0002664,ft,Good-CoM
"In conclusion, serum HER2 reflects the tissue HER2 status of breast PHENO, so the determination of serum HER2 is helpful in assessing PROT status, but in addition, a high level may reflect metastatic disease.",HER2,P04626,cancer,HP:0002664,ft,Good-CoM
"The use of PROT-1 avoids the risk of PHENO, which provides a distinct clinical utility, unlike insulin.",GLP,Q9H9B1,hypoglycemia,HP:0001943,ft,Good-CoM
"Uncropped, full-length blots are presented in Supplementary Figures S4 and 5. b; Immunohistochemical staining with anti-PROT showed that Fibronectin was strongly stained around the cell cluster in human hypertrophic PHENO whereas the fibrous connective structure was homogenously stained in normal skin tissue.",Fibronectin,P02751,scar tissue,HP:0100699,ft,Good-CoM
"Importantly, we observed that PROT is upregulated during compensatory hypertrophy but downregulated in end-stage PHENO.",TAK1,O43318,heart failure,HP:0001635,ft,Good-CoM
"Overall, our findings demonstrate the interaction of tRNA with PROT in pancreatic cancer cells and suggest that tRNA may impact MEK2 activity in PHENO cells.",MEK2,P36507,cancer,HP:0002664,ft,Bad-CoM
"Furthermore, a MMP1/PROT axis was found to facilitate PHENO invasion, tumour growth and metastasis26.",PAR1,Q9HAB3,melanoma,HP:0002861,ft,Good-CoM
"We have further shown that FSTL-1 inhibits pancreatic PHENO cell growth, suggesting that PROT and FSTL-1 produced by stromal cells have antagonistic effects on cancer cell growth.",SPARC,P09486,cancer,HP:0002664,ft,Good-CoM
"Because iPSCs are of a single cell origin, multiple iPSC lines can be generated from the same patient to capture the diversity of genetic alterations within PHENO cell populations and address the role of non-BCR-PROT-associated mutations in disease development.",ABL,P00519,leukemia,HP:0001909,ft,Bad-CoM
"Regimens with an overall risk of FN of  20% include anthracycline/taxane regimens that are used for treatment of breast cancer, cyclophosphamide, doxorubicin, vincristine, prednisone (PROT)-like regimens used for non-Hodgkin s PHENO (NHL) [16, 18] and the docetaxel, cisplatin and 5-fluorouracil (DCF/TPF) regimen used for gastric [24] and head and neck [25, 26] cancer.",CHOP,P35638,lymphoma,HP:0002665,ft,Bad-CoM
"One such screen led to the discovery of tumor endothelium marker 8 (PROT), a gene that was found to be overexpressed in colorectal PHENO endothelium compared to normal endothelium [6].",TEM8,Q9H6X2,tumor,HP:0002664,ft,Good-CoM
"In this context, it seems important to highlight that biomarkers for suicidality have been studied using principally blood samples of subjects with major mood disorders or PHENO,59 two groups of psychiatric disorders in which the role of PROT-derived oxidative stress has been recently well documented.9, 10, 11, 60, 61 Recently, Guintivano et al.",NOX2,P04839,psychosis,HP:0000709,ft,Bad-CoM
"High signal (the cell has many CD40 molecules) indicates apoptosis of PHENO cells, whereas low signal (a small number of receptors) PROT promotes cancer growth [34].",CD40L,P29965,cancer,HP:0002664,ft,Good-CoM
"Expression of miR-204 is repressed by its targets XRN1 and PROT in prostate cancer and PHENO, respectively; therefore, they establish an oncogenic feedback loops that play an important role promoting development of cancer.",TRKB,Q16620,endometrial carcinoma,HP:0012114,ft,Good-CoM
"ENO1, HSP60, KRT8, PDI, TCR , TU  , and VIME were identified in the PHENO cell lines using 2-D WB, and immunoprecipitation verified that ENO1, PROT, KRT8, and TUBB were expressed and citrullinated in these cell lines, as described above.",HSP60,P10809,tumour,HP:0002664,ft,Good-CoM
"There was no significant difference in PROT/4, PARK2, PARK5, PARK9, and GBA mRNA expression by different PHENO stage, whereas, PARK6, PARK7, PARK8, and PARK15 mRNA expression were found to have significant difference in the comparison of different tumor stages.",PARK1,P37840,tumor,HP:0002664,ft,Good-CoM
Alveolar macrophage dysfunctions caused by BHV-1 or PROT-3 PHENO did not differ appreciably.,PI,P01009,respiratory infection,HP:0011947,abs,Bad-CoM
Synthetic human PROT (102-126) or vehicle was intravenously administered to eight patients with non-edematous PHENO to study its effect on protein and sodium excretion.,ANP,P01160,nephrotic syndrome,HP:0000100,abs,Bad-CoM
The effect of etophylline clofibrate on lipids and apolipoproteins of the high density lipoprotein (HDL) subfractions HDL2 and HDL3 as well as on very low density (VLDL) and low density lipoproteins (LDL) and the post heparin lipolytic activities (PHLA) of lipoprotein lipase (LPL) and hepatic triglyceride lipase (PROT) has been studied in 14 patients with type II PHENO (HLP).,HTGL,P11150,hyperlipoproteinemia,HP:0010980,abs,Bad-CoM
"PROT response to glucose in patients with PHENO, arteritis, and Raynaud's phenomenon.",Insulin,P01308,peripheral vascular disease,HP:0004950,abs,Bad-CoM
"In this family, the PROT deficiency and the pattern of inheritance suggest that the different types of PHENO may represent a variable expression of a common underlying genetic abnormality.",5'-nucleotidase,P21589,hypogammaglobulinemia,HP:0004313,abs,Bad-CoM
"PROT deficiency has been observed in several dermatoses (panniculitis, cutaneous vasculitis, Ehlers-Danlos syndrome, acquired angioneurotic PHENO and cold urticaria).",Alpha-1-antitrypsin,P01009,edema,HP:0000969,abs,Bad-CoM
The immunologic defect in X-linked PHENO and hyperimmunoglobulinemia M (HIM) are related to defective expression of the CD40 ligand (PROT).,CD40L,P29965,immunodeficiency,HP:0002721,abs,Good-CoM
PROT may be needed for treating PHENO some time during the course of the disease.,Insulin,P01308,NIDDM,HP:0005978,abs,Bad-CoM
"On this basis, a pilot study with IL-2 plus PROT was performed to evaluate its influence on the platelet number in PHENO patients with persistent thrombocytopenia.",MLT,Q9UDY8,cancer,HP:0002664,abs,Bad-CoM
"It is still obscure at present whether PROT produced locally has a stimulatory, inhibitory, or no impact on the proliferation of ovarian PHENO cells.",LHRH,P01148,cancer,HP:0002664,abs,Bad-CoM
"As frequency of diabetic retinopathy and PHENO is more elevated among diabetic patients with PROT, it is possible that CAN plays a role in the occurrence of these complications.",CAN,P35658,nephropathy,HP:0000112,abs,Bad-CoM
PROT is an estrogen-regulated lysosomal protease that may be overexpressed in PHENO.,Cathepsin D,P07339,breast cancer,HP:0003002,abs,Bad-CoM
"The adenosine deaminase (ADA), lysozyme (PROT) and lactate dehydrogenase (LDH) of serum and cerebrospinal fluid (CSF) were determined in 36 patients with tuberculous PHENO (TBM), 47 patients with non-tuberculous meningitis (N-T-BM) and 20 patients with non-central nervous system diseases(control group).",LZM,P61626,meningitis,HP:0001287,abs,Bad-CoM
"The phenotypic features for deficiency of PROT include joint hyperlaxity, PHENO, cataract and mental retardation with hyperammonemia and low plasma levels of proline, citrulline and ornithine.",P5CS,P54886,skin hyperelasticity,HP:0000974,abs,Good-CoM
PROT resistance or compensatory hyperinsulinemia has been associated with PHENO and dyslipidemia in cross-sectional studies.,Insulin,P01308,hypertension,HP:0000822,abs,Bad-CoM
PROT plays an important role in PHENO cell metastasis and gelatin may have a profound effect on the metastatic process.,Fibronectin,P02751,tumor,HP:0002664,abs,Good-CoM
"Twenty-six patients suffering from autosomal dominant cerebellar PHENO type I were subjected to a genotype-phenotype correlation analysis using molecular genetic assignment to the genetic loci for spinocerebellar ataxia type 1, 2 or 3 (SCA1, PROT, SCA3) and MRI-based volumetry of posterior fossa structures and basal ganglia nuclei.",SCA2,Q99700,ataxia,HP:0001251,abs,Bad-CoM
The clinical utility of measuring free-to-total prostate-specific antigen (PROT) ratio and PSA density in differentiating between benign prostatic hyperplasia and prostate PHENO.,PSA,Q9Y617,cancer,HP:0002664,abs,Bad-CoM
Six uninvolved PHENO herpetiformis skin specimens showed distinctly decreased immunoreaction for PROT and four uninvolved dermatitis herpetiformis skin specimens showed distinctly decreased immunoreaction for plectin/HD1.,BP230,Q03001,dermatitis,HP:0011123,abs,Good-CoM
Increase in cardiac PROT-and P2Y2-receptor mRNA levels in congestive PHENO.,P2X1,P51575,heart failure,HP:0001635,abs,Good-CoM
We also found that percent free PROT does not correlate significantly with most of the standard clinical or pathological indicators of PHENO aggressiveness.,PSA,Q9Y617,prostate cancer,HP:0000718,abs,Good-CoM
"A total of 123 tumor-infiltrating T lymphocyte (TIL) cultures established from patients with HLA-A1, -A2, -A3, -A24, or -A31 metastatic PHENO in the Surgery Branch, National Cancer Institute, were screened for recognition of shared melanoma antigens including five melanosomal proteins (tyrosinase, MART-1/melan-A, gp100, PROT, TRP2) as well as peptides derived from MAGE-1 and MAGE-3.",TRP1,P07477,melanoma,HP:0002861,abs,Bad-CoM
"PROT (TPO), interleukin (IL)-6, and platelets were measured serially in 9 patients with fulminant PHENO and consumption coagulopathy.",Thrombopoietin,P40225,meningococcal septicemia,HP:0003256,abs,Bad-CoM
"Polyamide 2, the most potent inhibitor of Ets-DNA complex formation by electrophoretic mobility shift assay, was also the most effective inhibitor of HER2/neu promoter-driven transcription measured in a cell-free system using nuclear extract from an ESX- and PROT/neu-overexpressing human breast PHENO cell line, SKBR-3.",HER2,P04626,cancer,HP:0002664,abs,Bad-CoM
PROT resistance and insulin pulsatility in essential PHENO,Insulin,P01308,hypertension.,HP:0000855,abs,Bad-CoM
PROT resistance (IR) has been increasingly implicated in the pathogenesis of PHENO.,Insulin,P01308,gout,HP:0000855,abs,Good-CoM
An irreversible growth-inhibitory effect of PROT possibly via terminal differentiation of human breast carcinoma cells suggests that GSP and the procyanidins present therein should be studied more extensively to be developed as preventive and/or interventive agents against PHENO in humans.,GSP,P63092,breast cancer,HP:0003002,abs,Good-CoM
"[Chronic peripheral arterial occlusive disease, PROT GPIIb-IIIa and GP Ib-IX, plasma von Willebrand factor and plasma fibrinogen concentrations in patients with type 2 PHENO].",platelet glycoproteins,P04275,diabetes mellitus,HP:0000819,abs,Bad-CoM
PROT is a novel cation channel implicated in defective intracellular Ca(2+) homeostasis in PHENO.,Polycystin-2,Q13563,polycystic kidney disease,HP:0000113,abs,Good-CoM
"Unlike PHENO, gene amplification and PROT protein over-expression assessed by the HercepTest appeared to be uncommon in NSCLC.",HER2,P04626,breast cancer,HP:0003002,abs,Bad-CoM
The utility of PROT doubling time to monitor prostate PHENO recurrence.,PSA,Q9Y617,cancer,HP:0002664,abs,Bad-CoM
PHENO (DJS) is an inherited disorder characterized by conjugated hyperbilirubinemia and is caused by a deficiency of the multidrug resistance protein 2 (PROT) located in the apical membrane of hepatocytes.,MRP2,Q92887,Dubin-Johnson syndrome,HP:0002904,abs,Good-CoM
"Insulin-dependent PHENO (IDDM) is positively associated with HLA-DQ8, PROT, and DQ6 (B*0604) and negatively with DQ6 (B*0602).",DQ2,O14656,diabetes mellitus,HP:0000819,abs,Good-CoM
"This paper lists the genotype frequencies of 50 polymorphisms of 37 genes (ALDH2, ADRB2, ADRB3, COMT, CD36, CXCR2, CCND1, COX2, CYP2A6, PROT, CYP19, IGF1, IL-1A, IL-1B, IL-1RN, IL-1R1, IL-6, IL-8, IL-10, LEP, Le, L-myc, MPO, MTR, MTHFR, MAO-A, NQO1, OGG1, p53, p73, Se, SRD5A2, TGF-B, TNF-A, TNF-B, XPD, and XRCC1) and 6 sets of combined genotype frequencies for 241 non-PHENO Japanese outpatients.",CYP17,P05093,cancer,HP:0002664,abs,Bad-CoM
"We show that Ad5-Delta24RGD had a stronger oncolytic effect than the non-RGD-expressing variant on a broad panel of primary PHENO cells, in particular on those with low PROT expression.",CAR,Q9UQ90,glioma,HP:0009733,abs,Bad-CoM
This disease must be distinguished from hyperkalemic periodic PHENO due to a mutation in the skeletal muscle sodium channel gene (SCN4A) and from hypokalemic periodic paralysis related to dihydropyridine receptor mutation (PROT).,CACNL1A3,Q13698,paralysis,HP:0003470,abs,Bad-CoM
"PROT (ACE) inhibitors, used in hypertension and PHENO, considerably reduce the tolerance of factors modifying the blood pressure equilibrium, especially hypovolaemia or haemorrhage.",Angiotensin-converting enzyme,P12821,heart failure,HP:0001635,abs,Good-CoM
"Since expression of SPARC in the glomerulus is especially prominent during renal injury, our findings substantiate previous claims that PROT is involved in glomerular remodeling and repair, a process commonly associated with mesangioproliferative PHENO and diabetic nephropathy.",SPARC,P09486,glomerulonephritis,HP:0000099,abs,Good-CoM
"With the widespread use of serum prostate-specific antigen (PROT) and transrectal ultrasound-guided needle biopsy of the prostate in men with suspected prostate cancer, physicians are faced with the dilemma of treating a patient with a high index of suspicion of PHENO but with an initial set of negative biopsies.",PSA,Q9Y617,prostate cancer,HP:0002664,abs,Bad-CoM
"PROT resistance is also a risk factor associated with other disorders, in particular PHENO.",Insulin,P01308,cardiovascular disease,HP:0000855,abs,Bad-CoM
"PROT (ATX1), a human protein responsible for PHENO type 1 in humans, shares a region of homology, named AXH module, with the apparently unrelated transcription factor HBP1.",Ataxin-1,P54253,spinocerebellar ataxia,HP:0001251,abs,Good-CoM
"We have previously described the only reported case of human proprotein convertase 1 (PROT) deficiency, in a female (Subject A) with obesity, PHENO, hypoadrenalism, and reactive hypoglycemia.",PC1,P22413,hypogonadism,HP:0000135,abs,Good-CoM
Relationship between K-ras mutation and the expression of p21WAF1/PROT and p53 in chronic PHENO and pancreatic adenocarcinoma.,CIP1,P38936,pancreatitis,HP:0001733,abs,Bad-CoM
Prostate-specific antigen (PROT) is a serine protease with highly prostate-specific expression and an important marker for PHENO.,PSA,Q9Y617,prostate cancer,HP:0002664,abs,Good-CoM
"Using this approach, we have generated CD8(+) CTL clones with CD20-specific cytotoxicity, which specifically lysed PROT(+) target cells, including actual tumor cells from patients with follicular lymphoma, small lymphocytic lymphoma, splenic marginal zone PHENO, diffuse large B cell lymphoma, and chronic lymphocytic leukemia.",CD20,P11836,lymphoma,HP:0002665,abs,Bad-CoM
"Tumor-derived SPARC is reported to stimulate or retard PHENO progression depending on the tumor type, whereas the function of host-derived PROT in tumorigenesis has not been explored fully.",SPARC,P09486,tumor,HP:0002664,abs,Bad-CoM
It was our aim to find out whether MLL mutant (MLLmu) and PROT wild-type (MLLwt) PHENO-derived cell lines might likewise be discriminated on the basis of HOX gene expression.,MLL,Q03164,acute leukemia,HP:0002488,abs,Bad-CoM
"Thus, the regulation of proatherogenic factors including PROT may provide novel therapeutic options to treat inflammatory disorders such as PHENO.",CD40L,P29965,atherosclerosis,HP:0002621,abs,Bad-CoM
"SNPs in the promoter of a B cell-specific antisense transcript, PROT, determine susceptibility to autoimmune PHENO.",SAS-ZFAT,Q9NR45,thyroid disease,HP:0000820,abs,Good-CoM
"The deletion of thiazide-sensitive Na-Cl cotransporter ( PROT, SLC12A3) causes PHENO characterized by low blood pressure, while deletions of the WNK1 ( PRKWNK1) and WNK4 ( PRKWNK4) genes cause familial hypertension known as pseudohypoaldosteronism type II.",TSC,Q9H4A3,Gitelman's syndrome,HP:0002615,abs,Good-CoM
"PROT antibody immunohistochemistry is useful in confirming the histologic diagnosis of renal or extra-renal rhabdoid PHENO, especially for cases with indeterminate histologic features, equivocal immunophenotypic profiles, or uninformative molecular studies.",INI1,Q12824,tumor,HP:0002664,abs,Good-CoM
"In this experiment, we show that A. cantonensis-induced PHENO and inflammation might lead to the induction of IAP/NF-kappaB, JAK/STAT1 and PROT/JNK signals.",MEKK1,Q13233,eosinophilia,HP:0001880,abs,Bad-CoM
"To clarify the role of PROT gene in oral carcinogenesis, we checked its mutation status in PHENO samples.",BRG1,P51532,tumor,HP:0002664,abs,Bad-CoM
"These results provide further evidence for the efficient membrane permeation of PROT over NAC, and support the possibility that it could be explored for treatment of PHENO and other oxidation-mediated disorders.",AD4,P49810,neurodegeneration,HP:0002180,abs,Good-CoM
PROT (EGFR) mutations related to gefitinib responsiveness in non-small cell lung PHENO have been found recently.,Epidermal growth factor receptor,P00533,cancer,HP:0002664,abs,Good-CoM
"Rearrangements of the mixed-lineage leukemia gene MLL1 (MLL, HRX, PROT), the human homologue of the Drosophila gene trithorax, are associated with PHENO in both children and adults.",ALL1,Q03164,aggressive acute leukemias,HP:0001909,abs,Good-CoM
"Despite statistical significant differences with respect to multifocality (p=0.009) and PHENO (p=0.001) (cancers on second biopsy showing a lower rate of multifocality and a more apico-dorsal location), there were no differences with respect to stage (p=0.2), Gleason score (p=0.3), percentage Gleason grade 4/5 (p=0.2), serum PROT and patient age between first and second biopsy.",PSA,Q9Y617,cancer location,HP:0002664,abs,Good-CoM
"However, the high incidence of the gestational complications acute fatty liver of pregnancy and hemolysis, elevated liver enzymes, and low platelets syndrome observed in mothers carrying a LCHAD/MTP-deficient child and the recent reports of fetal hydrops due to cardiomyopathy in MTP deficiency, as well as the high incidence of PHENO in children with LCHAD/PROT deficiency, suggest that FAO may play an important role during fetal development.",MTP,P55157,intrauterine growth retardation,HP:0001511,abs,Good-CoM
PROT inhibitors for the treatment and prevention of breast PHENO.,Aromatase,P11511,cancer,HP:0002664,abs,Bad-CoM
PROT is mutant in common variable immunodeficiency and PHENO.,TACI,O14836,IgA deficiency,HP:0002720,abs,Good-CoM
"Tamoxifen in combination with VEGFR2 inhibitors might be a novel treatment approach for PROT-expressing breast PHENO, and such a treatment might restore the tamoxifen response.",VEGFR2,P35968,cancer,HP:0002664,abs,Good-CoM
It is generally agreed that excessive humoral mediators such as pro-inflammatory PROT play important roles in the pathogenesis of organ failure in patients with severe acute PHENO (SAP).,cytokines,O60880,pancreatitis,HP:0001733,abs,Good-CoM
PROT mutations in PHENO patients in Egypt.,P53,P04637,hepatocellular carcinoma,HP:0001402,abs,Bad-CoM
Phosphorylated/activated PROT as a marker of clinical resistance to single agent taxane chemotherapy for metastatic PHENO.,HER2,P04626,breast cancer,HP:0003002,abs,Good-CoM
"In the prefrontal cortex of subjects with PHENO, decreased signaling mediated by brain-derived neurotrophic factor (BDNF) and its receptor tyrosine kinase (TrkB) appears to contribute to the reduced expression of mRNA encoding the 67-kilodalton isoform of glutamate decarboxylase (PROT(67)), an enzyme for GABA synthesis.",GAD,Q99259,schizophrenia,HP:0100753,abs,Good-CoM
"Here, we have assessed the role of the extracellular signal-regulated kinase (ERK1)/PROT, mitogen-activated protein kinase (MAPK), and phospoinositide 3-kinase (PI-3'K) signaling pathways in the expression and function of alpha(v)beta(3) integrin in PHENO models.",ERK2,P28482,breast cancer,HP:0002664,abs,Bad-CoM
"PROT/hypocretin (Orx) neurons are critical for the maintenance of waking in association with behavioral arousal and postural muscle tone, since with their loss narcolepsy with PHENO occurs.",Orexin,O43612,cataplexy,HP:0002524,abs,Good-CoM
"Expression of the epidermal growth factor (EGF) receptors PROT and HER2 has been implicated in PHENO growth and poor survival, whereas expression of HER3 and HER4 has been associated with improved survival of bladder cancer patients.",HER1,P00533,tumour,HP:0002664,abs,Good-CoM
PROT levels were normal in all patients despite often severe PHENO.,Thrombopoietin,P40225,thrombocytopenia,HP:0001873,abs,Good-CoM
"The TPROT, which has been identified in human PHENO, encodes a chimeric protein endowed with constitutive tyrosine kinase activity.",EL-JAK2 gene fusion,P41212,leukemia,HP:0001909,abs,Good-CoM
PROT blockade accelerates disease progression in a murine model of autosomal dominant polycystic PHENO.,Endothelin B receptor,P24530,kidney disease,HP:0000077,abs,Good-CoM
"Although the expression of the PDGF receptors has been excessively studied on breast PHENO cells, few studies exist on PROT expression on the tumor endothelial cells.",PDGFR,P09619,cancer,HP:0002664,abs,Bad-CoM
[PROT is useful for the diagnosis of PHENO in patients with end-stage renal failure].,Adenosine deaminase,P00813,peritoneal tuberculosis,HP:0003774,abs,Good-CoM
"No expression of TOP2A, HER2/neu proteins and no amplification of TOP2A and PROT/neu gene were detected in adjacent non-neoplastic pancreatic tissues, chronic PHENO tissues and normal pancreas.",HER2,P04626,pancreatitis,HP:0001733,abs,Good-CoM
Machado-Joseph disease also called PHENO (MJD/SCA3) is a hereditary and neurodegenerative movement disorder caused by PROT with a polyglutamine expansion (mutant ataxin-3).,ataxin-3,P54252,spinocerebellar ataxia type 3,HP:0001251,abs,Good-CoM
"Both HER2 mRNA and PROT protein 'super-expression', which have not been reported in earlier Tzb-resistant PHENO models, were entirely suppressed following pharmacological blockade of FASN activity.",HER2,P04626,breast cancer,HP:0003002,abs,Good-CoM
"We examined associations between human leukocyte antigen DRB1 (HLA-DRB1) shared epitope (SE), receptor activator of nuclear factor-kappaB (RANK), RANK ligand (RANKL), osteoprotegerin (PROT), and interleukin 17 (IL-17) genotypes with age of disease onset and radiographic progression in Japanese patients with early PHENO (RA).",OPG,O00300,rheumatoid arthritis,HP:0001369,abs,Bad-CoM
"Although E2 and overexpression of PROT can promote mammary PHENO, an inverse relationship between ER expression and HER2 overexpression has been found in human breast cancer.",HER2,P04626,tumorigenesis,HP:0002664,abs,Good-CoM
The relationship between PROT and COX-2 was investigated in a cohort of PHENOr patients with or without endocrine treatment.,HER2,P04626,breast cance,HP:0002664,abs,Bad-CoM
"Whereas PROT is considered a PHENO vulnerability gene, there is no consistency of findings.",Dysbindin,Q96EV8,schizophrenia,HP:0100753,abs,Bad-CoM
"This study provides evidence that polymorphisms CYP17 rs743572, PROT rs10046 and ER-alpha rs3798577 are associated with PHENOr risk among Chinese women.",CYP19,P11511,breast cance,HP:0002664,abs,Good-CoM
We conclude that the in vitro activity of lapatinib is not dependent on EGFR expression level in PROT-overexpressing PHENO cells.,HER2,P04626,breast cancer,HP:0002664,abs,Good-CoM
The aim of our study was to assess the clinical significance of -174G/C PROT gene polymorphism and Il-6 serum level in patients with PHENO (PA) and chronic pancreatitis (CP).,Il-6,Q9UL45,pancreatic adenocarcinoma,HP:0006725,abs,Bad-CoM
Solamargine induces apoptosis and enhances susceptibility to trastuzumab and epirubicin in PHENO cells with low or high expression levels of PROT/neu.,HER2,P04626,breast cancer,HP:0003002,abs,Good-CoM
"PROT (deleted in liver cancer 1), a tumor suppressor gene that encodes a RhoGTPase-activating protein, is recurrently downregulated or silenced in various solid tumors and PHENO because of epigenetic modifications or genomic deletion.",DLC1,Q9Y238,hematological malignancies,HP:0002896,abs,Good-CoM
[Effect of puerarin injection on the mRNA expressions of PROT and ACE2 in spontaneous PHENO rats].,AT1,O00400,hypertension,HP:0000822,abs,Bad-CoM
[Influence of mutations of proteinase-activated receptors F2R/PAR1 and F2RL1/PROT on PHENO].,PAR2,Q9NWF4,inflammatory bowel disease,HP:0002037,abs,Bad-CoM
"While PROT is essential for osteoclastogenesis and facilitates PHENO migration into bone, TRAIL promotes breast cancer apoptosis.",RANKL,O14788,breast cancer,HP:0003002,abs,Good-CoM
PROT (Tg) measurement following thyrotropin (TSH) stimulation is used in the follow-up of patients with differentiated PHENO (DTC).,Thyroglobulin,P01266,thyroid carcinoma,HP:0002890,abs,Good-CoM
"Our results link the two pro-inflammatory G-protein-coupled receptors, PAR1 and PAFR, with the metastatic dissemination of melanoma and suggest that PROT, PAFR, and MUC18 are attractive therapeutic targets for preventing PHENO metastasis.",PAR1,Q9HAB3,melanoma,HP:0002861,abs,Good-CoM
We investigated the expression pattern and role of PROT in prostate cancer and prostate PHENO cells.,VEGI,O95150,cancer,HP:0002664,abs,Bad-CoM
"NK-cell activation was triggered via stimulation of the Fc receptor with immunoglobulin G aggregates, rituximab-labeled HLA-defined CD20-positive B-lymphoblast cell lines or PROT-positive B-PHENO cell lines.",CD20,P11836,lymphoma,HP:0002665,abs,Good-CoM
Virus biodistribution and antitumor effects were monitored in PHENO-bearing mice given antihuman vascular endothelial growth factor (VEGF) or antimouse PROT before or after an intravenous (i.v.),VEGFR2,P35968,tumor,HP:0002664,abs,Bad-CoM
"Although PROT-deficient (Cd40l(-/-)) platelets exhibited impaired platelet aggregation and thrombus stability, the effects of platelet CD40L on inflammatory processes in PHENO were more remarkable.",CD40L,P29965,atherosclerosis,HP:0002621,abs,Good-CoM
"Although tumor biological evidence implicates the relaxin-like hormone family as endocrine mediators of critical cellular action in PHENO, characterization of target molecules and signaling pathways specific for PROT in defined tumor entities and crosstalk of the relaxin receptors with other receptor systems relevant to carcinogenesis will be of significant clinical relevance and may contribute to novel therapeutic strategies against hepatocellular carcinoma.",LGR8,Q8WXD0,cancer,HP:0002664,abs,Bad-CoM
Constitutive K-RasG12D activation of PROT specifically regulates 3D invasion of human PHENO cells via MMP-1.,ERK2,P28482,pancreatic cancer,HP:0002894,abs,Good-CoM
Our preclinical study supports a role for therapies that target PROT and HDM2 in the treatment of PHENO.,WIP1,O15297,medulloblastoma,HP:0002885,abs,Bad-CoM
ER and PROT expression are positively correlated in HER2 non-overexpressing PHENO.,HER2,P04626,breast cancer,HP:0003002,abs,Good-CoM
"Estrogen deprivation, therefore, promotes PROT expression and bone resorption in association with upregulation of the IL-17 effector, Act1, supporting the concept that post-menopausal PHENO is a disorder of innate immunity.",RANKL,O14788,osteoporosis,HP:0000939,abs,Good-CoM
"Altogether, our findings link together two PHENO properties of p57(PROT), by showing that the promotion of cell death by p57(KIP2) requires its actin cytoskeleton stabilization function.",KIP2,P49918,tumor suppressor,HP:0002664,abs,Good-CoM
"Therefore, we examined whether treatment with a PROT ligand during pregnancy could prevent hypertension, insulin resistance, and PHENO in the offspring from HFD-induced obese pregnant mice (OH mice).",CAR,Q9UQ90,hyperlipidemia,HP:0003077,abs,Bad-CoM
"Since the role of inflammation in the progression of chronic PHENO (HF) is debated, we investigated the prognostic value of PROT and the effect of a statin in two large populations of patients with HF.",PTX3,O75364,heart failure,HP:0001635,abs,Bad-CoM
"KX-01 was evaluated as a single-agent and in combination with paclitaxel in MDA-MB-231, MDA-MB-157, and MDA-MB-468 human ER/PR/PROT-negative breast PHENO cells.",HER2,P04626,cancer,HP:0002664,abs,Bad-CoM
"In this study, the mRNA and protein levels of             PROT expression in 53 cases of gastric PHENO and matched normal tissues were             determined by quantitative real-time PCR, western blotting and immunohistochemistry.",CHIP,Q9UNE7,cancer,HP:0002664,abs,Bad-CoM
"In clinical specimens of lymphoma and PHENO, we documented frequent downregulation of PROT expression, consistent with our findings.",MST1,Q13043,leukemia,HP:0001909,abs,Good-CoM
To understand the role of PROT-associated signaling network in breast PHENO stem cells (BCSC) using radioresistant breast cancer cells and clinical recurrent breast cancers to evaluate HER2-targeted therapy as a tumor eliminating strategy for recurrent HER2(-/low) breast cancers.,HER2,P04626,cancer,HP:0002664,abs,Bad-CoM
Targeted disruption of PROT using a conditional knockout mouse model abolished in vitro transformation of murine bone marrow cells and in vivo initiation and maintenance of MLL-AF10 or CALM-AF10 PHENO.,Dot1l,Q03164,leukemia,HP:0001909,abs,Good-CoM
"PHENO, especially ER positive/PROT/neu negative IDC, is the predominant subtype of invasive ductal carcinoma.",HER2,P04626,Breast cancer,HP:0003002,abs,Bad-CoM
PROT and C-reactive protein in patients with cocaine-associated chest PHENO.,Myeloperoxidase,P05164,pain,HP:0012531,abs,Bad-CoM
An open-label safety study of lapatinib plus trastuzumab plus paclitaxel in first-line PROT-positive metastatic breast PHENO.,HER2,P04626,cancer,HP:0002664,abs,Bad-CoM
PROT Activity Mediates Effects of the Histone Deacetylase Inhibitor Butyrate on WNT Activity and Apoptosis in PHENO Cells.,CBP,Q92793,Colon Cancer,HP:0003003,abs,Good-CoM
